2030,,,,,,,2040,,,,,
,México,Tipo (D: dato duro) /T: Tendecia),Fuente,Mundo,Tipo (D: dato duro) /T: Tendecia),Fuente,México ,Tipo (D: dato) /T: Tendecia),Fuente,Mundo,Tipo (D: dato) /T: Tendecia),Fuente 
43,La geopolítica favorece una posición más destacada para América Latina en el mundo si puede llevar a cabo las reformas económicas necesarias.,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Es probable que el número de países poseedores de armas nucleares aumente ligeramente,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México tendrá que esforzarse en reducir la informalidad en el sector económico,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La situación relacionada con el cambio clmático será particularmente crítica para los Estados ubicados en Islas, puesto que podrían convertirse en territorios sin población. ",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
44,El advenimiento de un mundo multipolar en la última década o dos ha inaugurado un nuevo capítulo en el desarrollo regional,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf, probablemente será necesario negociar un acuerdo internacional sobre armas en el espacio para evitar la desestabilización del entorno espacial.,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México necesitará emprender una profunda reforma fiscal para asegurar mayor competitividad,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"El derretimiento de los casquetes polares permitirá crear nuevas rutas comerciales y a explotación de los sus recursos naturales, específicamente petróleo y gas, provocando nuevas potenciales fuentes de conflicto. ",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
45,"Desde una perspectiva negativa, los flujos transnacionales ilícitos constituyen una incertidumbre importante hasta 2030.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Algunos de estos países se inclinarán a adoptar estrategias basadas en una limitada visión de sus intereses nacionales. Esto puede afectar a las relaciones bilaterales y regionales (por ejemplo, Rusia en Ucrania o China en el Tíbet o el mar de China)",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,El gobierno tendrá que priorizar tener mayores ingresos no petroleros,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Las altas temperaturas del mar y del aire afectarán directamente a la operación del personal, las plataformas y los sistemas de armas de los Estados. ",D,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
46,"Es probable que el comercio global ilegal de la droga siga siendo masivo, lo cual creará un grave problema para los gobiernos y los pueblos de la región.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Una las estrategias de los países emergentes individuales o de grupos de ellos puede ser el bloqueo de decisiones colectiva,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México necesita una reforma fiscal para generar mecanismos de estabilización más sólidos,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La acidificación, la salinidad, la densidad del mar y la posible modificación de las corrientes marinas pueden afectar la acústica submarina. ",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
47,La producción ilegal de drogas y las rutas de distribución cambian continuamente de un país a otro con el fin de adelantarse a las iniciativas de la lucha de los gobiernos contra la droga.,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Los componentes que definen el poder seguirán cambiando, afectando a su propia naturaleza.",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,El gobierno deberá asegurarse de que las políticas públicas sean más incluyentes,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,Se incrementará la presión en los sistemas de salud de los Estados debido al incremento de las enfermedadas transmitidas por vectores y de las que resultan de la contaminación del agua y del aire. ,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
48,"Existe incertidumbre a propósito de si los gobiernos de la región pueden combatir con éxito los efectos corrosivos del tráfico de drogas, sobre todo la corrupción y la violencia que éste genera",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"El poder seguirá dependiendo de la fortaleza económica, los recursos y la capcidad militar",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Para México será importante establecer esquemas de compensación para los más pobres en caso necesario,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La reducción en las cosechas de las regiones africanas propensas a las sequías agravarán las tensiones entre pastores y agricultores, lo que casuará conflictos intra y transfronterizos",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
49,"Las fisuras geopolíticas seguirán modelando el sistema internacional, lo que incluye el carácter de la economía global.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Los Estados naciones seguirán siendo los principales actores de las relaciones internacionales y la seguridad.,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Se deberá fomentar el federalismo fiscal,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,El capital humano continuará siendo un potenciador geopolítico supremo,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
50,"La geopolítica se soslayará con el poder económico, aunque el peso económico por sí solo no determinará la alineación geopolítica (resulta difícil concebir un mundo en que los estados miembro de la Unión Europea se convierten en rivales geopolíticos de Estados Unidos)",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"El equilibrio de poder se verá alterado por la compartimentación de los problemas, la aparición de nuevos actores y una mayor atención y presión de los medios y las comunicaciones potenciados por internet.",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"Será importante aumentar y orientar mejor el gasto social
",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Una combinación de problemas sociales y gobiernos débiles, podría generar disturbios internos, que podrían extenderse a los países vecinos e incluso provocar conflictos interestatales.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
51,"El mayor riesgo individual es una ruptura de las relaciones entre Estados Unidos y China y un aumento drástico de su rivalidad geopolítica. En ese escenario, China y Estados Unidos rivalizarían aún más en lo que concierne a los socios económicos y diplomáticos en las Américas y procurarían excluir o minimizar la influencia de la otra potencia.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Los Estados naciones democráticos tendrán que extender sus capacidades necesarias para intervenir eficazmente en los asuntos mundiales y ampliarlas.,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"Para reducir de manera significativa la pobreza, es necesario aumentar las transferencias sociales a los más pobres",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La gobernanza será cada vez más difícil, dada la alta tasa de crecimiento de la población concentrada en los países y grupos más pobres.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
52,"De la misma manera, los conflictos entre países en la región y la intervención militar del exterior, son poco probables en los próximos catorce años.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"El cambio de la naturaleza del poder exige nuevas formas de liderazgo, dotadas de previsión, flexibilidad, responsabilidad y capacidad para responder con eficacia.",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Se deberá  reformar el sistema de seguridad social a fin de que brinde un apoyo más eficaz y progresivo a las familias de menores ingresos.,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,Las megalópolis resultantes de las migraciones masivas y el rápido crecimiento de la población se volverán progresivamente ingobernables.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
53,Tampoco es probable que el terrorismo figure como un problema sistémico,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Las cuestiones económicas y geopolíticas mundiales estarán más interrelacionadas que nunca,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Para responder más rápido a las crisis económicas y evitar el riesgo de que las familias moderadamente pobres caigan en la pobreza extrema  el país debe fortalecer las redes de seguridad social,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Crecimiento, económico en el caso del Magreb y demográfico en el caso del Sahel, alentará a los líderes de la región a exigir una mayor representación e influencia en las organizaciones internacionales y regionales",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
54,"Los países de América Latina tendrán que lidiar con otros problemas de seguridad global. Además de los efectos corrosivos del tráfico ilegal, los ciberdelitos constituyen una preocupación grave.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Las negociaciones sobre el cambio climático, la ciberseguridad, las finanzas o el comercio estarán cada vez más influidos por la geopolítica de nuevas potencias asertivas.",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Entre las medidas adoptadas por el gobierno en respuesta a las crisis económicas mundiales se deben incluir los programas para crear empleos temporales y prevenir la pérdida de puestos de trabajo,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,La Unión Africana gradualmente ganará protagonismo al mismo tiempo que cambia su equilibrio interno,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
55,"Empoderada por el acceso a la información y con una mayor conectividad (acceso casi universal a Internet), las expectativas en auge de esta nueva clase media se podrían traducir en una demanda de mejores servicios (por ejemplo, mejor infraestructura urbana y atención en salud) y más rendición de cuentas y transparencia en
los gobiernos locales y nacionales",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,La globalización incrementa la interdependencia y los riesgos para todos los actores. ,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Se deberán hacer más eficaces los programas de beneficios por desempleo.,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,La creciente inestabilidad obligará a la Unión Europea a intervenir cada vez más en las regiones del Magreb y el Sahel,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
56,La presión y el activismo de la nueva clase media podrían profundizar los procesos e instituciones democráticas.,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Aumentará la necesidad de bienes públicos mundiales,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,La lucha contra la pobreza y la desigualdad también requerirá mejorar la calidad de los servicios de educación y salud,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Un crecimiento de la población inmigrante en los países de la UE, con diferentes costumbres, religiones, lenguas y razas, junto con su posible concentración en guetos urbanos o áreas geográficas, podría fracturar la cohesión social, generando tensiones y conflictos.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
57,"Mirando hacia 2030, se requieren inversiones sostenidas en diversos ámbitos -que incluyen pero que desde luego no se limitan al agua y el saneamiento- si las ciudades han de competir a nivel mundial.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,La acción geopolítica se verá cada vez más limitada por las interdependencias mundiales,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,En México serán necesarias reformas fiscales y del sector petrolero para que el presupuesto no dependa tanto de los volátiles ingresos del petróleo,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,La creciente inestabilidad en la región del Magreb-Sahel obligará a nuestras Fuerzas Armadas y agencias de apoyo al desarrollo a intervenir cada vez más en la región.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
58,"La gobernanza se moverá en una de dos direcciones hacia 2030. El escenario de Gobernanza al Alza imagina cómo las democracias fortalecidas en toda la región podrían aprobar reformas políticamente difíciles pero necesarias. Se centra en los beneficios económicos y sociales como consecuencia de una mayor transparencia del gobierno, instituciones más sólidas y un aumento de la rendición de cuentas social. Un mundo ilícito a flote, un escenario corolario, en cambio, imagina una erosión de la gobernanza. El crimen global y los cárteles de la droga estarán profundamente imbricados en la sociedad. La corrupción es persistente y el Estado de derecho debilitado reduce la capacidad del Estado y corroe las redes de protección social. La inseguridad obliga a la fuga de talentos, y la inversión externa directa disminuye",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Las organizaciones multilaterales tendrán que adaptarse a las nuevas condiciones del siglo XXI y, en concreto, al auge de los países emergentes y el declive relativo del poder occidenta",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,el país necesita reducir el elevado costo de los subsidios a la energía,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,el control fronterizo puede requerir una mayor participación de las Fuerzas Armadas que apoyan a otras agencias estatales que realizan esa función,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
59,"Los gastos en salud totales en la región aumentaron de USD490.000 millones (8% del PIB) en 2015 a casi USD880.000 millones anualmente (10% del PIB) hacia 2030,",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"la mayoría de las organizaciones multilaterales seguirán existiendo, pero tendrán que redefinir sus partes, sus intereses, capacidades y efeiciencia",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Eliminar y sustituir los subsidios al petróleo por transferencias en efectivo bien orientadas sería un medio más eficiente para combatir la pobreza y evitaría distorsionar los precios y causar daños al ambiente,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Los avances en la igualdad de género se generalizarán, aumentando su efecto positivo en el desarrollo y la seguridad, pero sin lograr un equilibrio de género completo en ninguna región.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
60,Una mayor participación de la clase media ha sido el factor individual más importante para deslegitimizar la idea de la violencia política como medio para alcanzar objetivos económicos y sociales,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"El peso de Occidente disminuirá y las instituciones, ideas y legitimidad de los distintos actores serán más divergentes. ",T,https://pemb.cat/es/publicaciones/tendencias_geopoliticas_y_riesgos_globales/29/,Será importante la creación de reservas durante los periodos de crecimiento económico,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Las regiones con sistemas patriarcales fuertes sufrirán en mayor medida la incapacidad de su gobierno y, por lo tanto, se volverán más inestables e inseguras.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
61,"En 2030, la abstención de los votantes ha disminuido significativamente por debajo del nivel de 2016, sobre todo como resultado del aumento de los votantes de la clase media.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Crecerá la interdependencia pero también la fragmentación,T,https://pemb.cat/es/publicaciones/tendencias_geopoliticas_y_riesgos_globales/29/,Acumular reservas precautorias será necesario para prepararse para el envejecimiento de su población,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"El número de mujeres en funciones de combate en las fuerzas armadas aumentará, al igual que su papel en los grupos insurgentes, el crimen organizado y el terrorismo.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
62,"En 2030, los gobiernos se han volcado mucho más en la creación y la utilización de instrumentos de gobierno electrónico efectivo y eficiente.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Oriente Medio y Norte de África, riesgo de región fallida",T,https://pemb.cat/public/docs/29_77_1.pdf,Se deberá garantizar la disciplina fiscal a nivel estatal y federal,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La violencia sexual continuará siendo una característica del conflicto armado, pero la presión internacional contra estas prácticas crecerá",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
63,"Un efecto derivado es que las tasas de economía informal también disminuyeron significativamente, de un promedio de 50,1% de la fuerza laboral en 2016 a 32,7% en 2030.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Una Rusia inestable amenaza la independencia de sus vecinos,T,https://pemb.cat/public/docs/29_77_1.pdf,El gobierno federal deberá promover la aplicación de reglas fiscales prudentes en el nivel subnacional.,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"En Europa, se espera que las mujeres tengan mayores oportunidades y autonomía, aunque no alcanzarán la paridad con sus homólogos masculinos en entornos de seguridad y defensa.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
64,El sector privado demostró ser un socio clave. Las asociaciones público-privadas fueron cruciales para ampliar el acceso a las TICs.,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,El impacto geopolítico del fin de la bonanza petrolera para los países productores,T,https://pemb.cat/public/docs/29_77_1.pdf,"Será necesario proporcionar mayor información sobre la deuda y las obligaciones contingentes de los estados y los municipios contribuiría a mejorar la transparencia y la rendición de cuentas, y a vigilar la sostenibilidad de las finanzas públicas.",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Las mujeres y los jóvenes, que representan a la gran mayoría de la población en el Sahel, están excluidos de los procesos de toma de decisiones.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
65,"En 2030, se puede decir de verdad que la democracia en América Latina y el Caribe ha madurado.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Auge del nacionalismo y estancamiento secular europeo,T,https://pemb.cat/public/docs/29_77_1.pdf,"El gobierno mexicano tendrá que atender la volatilidad de la producción, mejorando aún más el marco de la política fiscal",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"En el Sahel, con los niveles más altos de desigualdad de género en el mundo, la exclusión de las mujeres es política, económica y social, creando una barrera para una estabilidad duradera.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
66,40%-60% Disminución promedio de las tasas de homicidio en los países del Triángulo,D,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Progresivo repliegue estadounidense,T,https://pemb.cat/public/docs/29_77_1.pdf,El gobierno tendrá que presentar la contabilidad gubernamental conforme a los estándares de cuentas nacionales,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,El pluralismo religioso influirá en la legislación internacional.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
67,"En 2030, la democracia en América Latina y el Caribe, en el mejor de los casos, se ha estancado y, en el peor, se está derrumbando.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Tensiones territoriales en Asia-Pacífico,T,https://pemb.cat/public/docs/29_77_1.pdf,El gobierno de México tendrá que fomentar la aplicación de límites prudentes al endeudamiento a nivel estatal y municipal ,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Las políticas dirigidas al mundo islámico deberán centrarse cada vez más no solo en la cooperación económica, técnica, financiera e incluso política, sino también en un enfoque cultural profundo y fundamental hacia los inmigrantes,",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
68,"el Índice Latinobarómetro registró sólo un 7,8% de alta confianza en las instituciones públicas.58 La cifra cayó hasta un mínimo récord de 3% en 2030.",D,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"La capacidad de los Estados de proyectar poder cada vez se basará más en un componente geoeconómico, frente al tradicional predominio de la potencia militar",T,https://pemb.cat/public/docs/29_77_1.pdf,El gobierno tendrá que asegurarse de colaborar con los estados para realizar la transición de los sistemas de pensiones de beneficios definidos a los de contribuciones definidas en cuentas individuales,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Los conflictos a nivel micro o medio debido al uso del agua aumentarán tanto en frecuencia como en intensidad, y no deben descartarse los conflictos entre Estados.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
69,"El índice de transparencia del gobierno en el Cono Sur disminuyó de 4,8 (donde 10 indica plena transparencia) en 2015 a 4,1 en 2030, y el índice del Caribe disminuyó de 4,8 en 2015 a 4,1 en 2030",D,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,La lucha por la atracción del talento se intensificará,T,https://pemb.cat/public/docs/29_77_1.pdf,México seguirá necesitando mayores inversiones y políticas más claras y eficaces para promover el desarrollo social ,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La competencia por los recursos, que aumentará debido al crecimiento de la población, la rápida urbanización y el cambio climático, causará nuevas tensiones, riesgos e incertidumbres en las relaciones internacionales.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
70,"En el escenario de Auge de la gobernanza, en este informe, la fuerza laboral informal disminuye de aproximadamenteimadamente 124 millones de personas en 2015 a 94 millones en 2030 debido a una mejora general de diversos sectores económicos, sociales y políticos.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,La agenda exterior de la UE seguirá a corto-plazo marcada por decisiones rusas.,T,https://pemb.cat/public/docs/29_77_1.pdf,"Al ampliar la base tributaria, México podría simplificar el régimen tributario, reduciendo así tanto los costos de cumplimiento como la evasión y la elusión fiscal.",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Se requieren políticas coordinadas de agua, energía y alimentos que creen un equilibrio entre producción y sostenibilidad.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
71,La América Latina de 2030 es más cohesionada que en 2016.,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Una vez vista debilitada su economía debido a la bajada del precio del petróleo y la debilidad del rublo, es dudoso que Rusia tenga capacidad de consolidarse como un poder revisionista que trata de redefinir el orden internacional.",T,https://pemb.cat/public/docs/29_77_1.pdf,Será necesario fortalecer los incentivos de los estados para recaudar más ingresos,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,El aumento del estrés hídrico en algunas áreas de la Península Ibérica significará que el agua deberá tratarse a largo plazo como un recurso estratégico.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
72,Las instituciones y las regulaciones del mercado que antiguamente favorecían el petróleo y el carbón se han mostrado más favorables a las fuentes más bajas en carbono en 2030.,D,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,Rusia mantendrá inteacto su derecho de veto sobre su vecindario inmediato,T,https://pemb.cat/public/docs/29_77_1.pdf,El sector público mexicano debe fortalecer significativamente la gestión de sus recursos humanos para mejorar el diseño de políticas,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,Los sectores de aviación y petroquímica asegurarán su relevancia geopolítica,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
73,"Aunque América Latina ya tenía bajos niveles de violencia interestatal en 2016, en 2030 la violencia intraestatal ha disminuido debido a un aumento de las oportunidades en la economía formal y al apoyo regional a los países que se enfrentan a shocks económicos y políticos",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,La gobernanza en Amértica Latina se moverá en una de dos direcciones hacia 2030. El escenario de Gobernanza al Alza imagina cómo las democracias fortaleci - das en toda la región podrían aprobar reformas políticamente difíciles pero necesarias ,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"El gobierno mexicano deberá garantizar que la prestación de servicios públicos sea más eficiente, efectiva y competitiva",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La expansión de las redes inteligentes en los sistemas de distribución de energía multiplicará los riesgos y amenazas potenciales, lo que requerirá una estrategia coordinada de seguridad cibernética.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
74,"Las asociaciones público-privadas. En el nuevo entorno operativo del comercio, los representantes de los sectores público y privado deben trabajar juntos para crear sistemas sofisticados de transporte y logística armonizados entre diferentes países.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Un mundo ilícito a flote, un escenario corolario, en cambio, imagina una erosión de la gobernanza ",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"En 2040,  el capital humano del sector público debe considerarse estratégico si se quiere reformar la administración pública",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,El sector de la hidroelectricidad podría ser una fuente potencial de conflicto regional.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
